,Unnamed: 0,cost,address,bedrooms,bathrooms,hydro,heat,water,parking,pet,size,furnished,ac,smoking,has_den,has_unitType_Apartment,has_unitType_Basement,has_unitType_Condo,has_unitType_Duplex/Triplex,has_unitType_House,has_unitType_Townhouse,has_wifiInfo_Internet,has_wifiInfo_Cable,agreement_is_annual,has_appliances_Dishwasher,has_appliances_Fridge / Freezer,has_appliances_Laundry (In Building),has_appliances_Laundry (In Unit),has_amenities_24 Hour Security,has_amenities_Bicycle Parking,has_amenities_Concierge,has_amenities_Elevator in Building,has_amenities_Gym,has_amenities_Pool,has_amenities_Storage Space,has_outdoor_Balcony,has_outdoor_Yard,latitude,longitude
460,460,1089,"22-41 Munroe Pl., Regina, SK, S4S 6A7",1,1.0,0,1,1,1,1,670,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,50.414254,-104.599335
461,461,875,"321  Fietz St, Yorkton, SK, S3N 3P6",2,1.0,0,1,1,0,1,841,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,51.2136295,-102.4416145
462,462,935,"505 Rose St, Regina, SK S4R 1Z4, Canada",2,1.0,0,1,1,1,0,800,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,50.470701,-104.607933
463,463,1295,"Dakota Dr, Regina, SK S4Z, Canada",2,2.0,0,0,1,2,0,1160,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,50.45127,-104.53095
464,464,850,"2175  Rae Street, Regina, SK, S4T 2E8",1,1.0,0,1,1,0,1,380,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.445121,-104.621029
465,465,799,"1424 Victoria Ave, Regina, SK, S4P 0P3",1,1.0,0,1,1,0,1,520,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.447245,-104.600769
466,466,800,"S0G0a4, Canada",3,1.0,0,0,1,2,0,1000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,50.490967,-103.999519
467,467,800,"18  Allanbrooke Dr, Yorkton, SK, S3N 2J7",2,1.0,0,1,1,0,1,694,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,51.203522,-102.484233
468,468,825,"363  Northview Rd, Yorkton, SK, S3N 2X6",2,1.0,0,1,1,0,1,694,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,51.202416,-102.485187
469,469,1398,"1251 N Galloway Street, Regina, SK, S4X 0M6",3,1.0,0,1,1,1,1,971,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,50.49048,-104.671679
470,470,650,"301  Bradbrooke Dr, Yorkton, SK, S3N 2K7",1,1.0,0,1,1,0,1,300,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,51.202964,-102.481208
471,471,750,"243  Bradbrooke Drive, Yorkton, SK, S3N 2K4",1,1.0,0,1,1,0,1,476,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,51.203496,-102.483379
472,472,725,"320  Gladstone Ave S, Yorkton, SK, S3N 3W3",1,1.0,0,1,1,0,1,618,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,51.198518,-102.474325
473,473,1000,"1 St, Estevan, SK S4A, Canada",5,2.0,0,0,0,2,1,1100,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,49.1373142,-102.9949342
474,474,1050,"176 2 Ave E, Melville, SK S0A 2P0, Canada",2,1.0,1,1,1,2,1,990,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,51.138243,-102.872075
475,475,1450,"1300 Stockton St, Regina, SK S4X 0B8, Canada",2,2.0,1,1,1,1,0,850,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,50.5008905,-104.6468794
476,476,1041,"41 Munroe Place, Regina, SK, S4S 6A7",1,1.0,0,1,1,0,1,650,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,50.414254,-104.599335
477,477,1350,", S4Z 0A5, Regina, SK",2,1.0,0,1,1,2,0,909,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,50.451184,-104.5310949
478,478,850,"1602 Victoria Ave, Regina, SK, S4P 0P7",1,1.0,0,1,1,0,1,405,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.447246,-104.603576
479,479,1950,"Bentley Dr, Regina, SK S4N 5H7, Canada",3,2.0,0,0,0,3,0,1000,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,50.4491757,-104.5448963
480,480,700,"2250 Rose St., Regina, SK, S4P 2A7",1,1.0,0,1,1,0,0,500,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.443213,-104.608118
481,481,1045,"2125 Osler St, Regina, SK S4P 4G9, Canada",2,1.0,0,1,1,1,0,840,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,50.4451429,-104.604911
482,482,1600,"3440 Avonhurst Dr, Regina, SK S4R 3K1, Canada",3,2.5,0,0,0,2,1,1235,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,50.4739832,-104.6297015
483,483,800,"1535 11th Ave, Regina, SK S4P 0H3, Canada",1,1.0,0,1,1,0,0,750,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50.450423,-104.602119
484,484,850,"635 17 Ave E, Regina, SK S4N 0Y8, Canada",1,1.0,1,1,1,1,0,650,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,50.441337,-104.572894
485,485,800,"1535 11th Ave, Regina, SK S4P 0H3, Canada",1,1.0,0,1,1,0,0,700,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50.450423,-104.602119
486,486,1750,"4025 Hill Ave, Regina, SK S4S 0X7, Canada",2,2.0,0,0,1,1,0,1290,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,50.426347,-104.6389305
487,487,1041,"41 Munroe Place, Regina, SK, S4S 6A7",1,1.0,0,1,1,0,1,650,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,50.414254,-104.599335
488,488,950,"S0G3N0, Canada",1,1.0,1,1,1,1,0,700,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,50.149485,-101.66703
489,489,1250,"4216 Castle Rd, Regina, SK S4S 4W1, Canada",2,2.0,1,0,0,1,1,1200,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,50.411003,-104.600045
490,490,1359,"1062 Dorothy St., Regina, SK, S4X 0N9",2,2.0,0,1,1,0,1,915,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,50.496512,-104.62422
491,491,954,"1060 Dorothy St., Regina, SK, S4X 3C5",1,1.0,0,0,1,0,1,675,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,50.476408,-104.68282
493,493,700,"722 Lalonde St, Whitewood, SK S0G 5C0, Canada",1,1.0,1,1,1,1,0,500,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,50.413113,-102.395442
494,494,2000,"S4N6V2, Canada",5,2.0,0,0,0,3,0,1250,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,50.458732,-104.561796
495,495,938,"22-41 Munroe Pl., Regina, SK, S4S 6A7",2,1.0,0,1,1,0,1,860,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,50.414254,-104.599335
496,496,799,"1424 Victoria Ave, Regina, SK, S4P 0P3",1,1.0,0,1,1,0,1,520,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.447245,-104.600769
497,497,1750,"14 Milford Crescent, Regina, SK S4N 1K7, Canada",3,2.0,0,0,0,3,1,1300,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,50.452663,-104.5512115
498,498,955,"2175  Rae Street, Regina, SK, S4T 2E8",1,1.0,0,1,1,0,1,622,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.445121,-104.621029
499,499,1000,"S4W0c7, Canada",1,1.0,1,0,1,1,0,500,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,50.4340146,-104.6650159
500,500,1650,"Scarth St, Regina, SK S4P 2G9, Canada",1,1.0,1,1,1,1,0,868,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,50.450304,-104.61082
501,501,600,"176 2 Ave E, Melville, SK S0A 2P0, Canada",1,1.0,0,0,0,2,0,500,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,51.138243,-102.872075
502,502,1200,"Arthur St, Regina, SK S4R 4X2, Canada",3,1.0,0,0,0,2,0,900,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,50.4733352,-104.648169
503,503,1249,"4040 Gordon Rd., Regina, SK, S4S 6W2",1,1.0,1,1,1,1,1,900,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,50.4054515,-104.6404836
504,504,900,"3838 Retallack Street, Regina, SK, S4S 3B8",1,1.0,0,1,1,0,1,600,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.4185913,-104.6225055
505,505,1300,"2134 Halifax St, Regina, SK S4P 1T9, Canada",1,1.0,1,1,1,1,1,800,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,50.4447762,-104.6034216
506,506,1100,", Regina  S4N5L2 SK, Canada",3,1.0,0,0,0,0,0,980,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,50.451787,-104.542146
507,507,1059,"111 Lockwood Road, Regina, SK, S4S 3G5",1,1.0,1,1,1,0,0,679,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,50.4053152,-104.6254549
508,508,1300,"302 Gore Pl, Regina, SK S4T 7S4, Canada",2,1.0,0,0,1,1,1,890,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,50.4823519,-104.6701501
509,509,1250,"1219 Broadway Ave, Saskatoon, SK S7H 2A4, Canada",2,2.0,0,0,0,1,0,785,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,52.113517,-106.656763
510,510,1250,"729 Broadway Ave, S4N 1C4, Regina, SK",2,1.0,0,0,0,1,0,900,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,50.43764,-104.590909
511,511,1195,"S4R3M4, Canada",2,1.0,0,1,1,1,0,850,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,50.4811905,-104.621971
512,512,1120,"453 Retallack Street, Regina, SK, S4R 3N4",2,1.0,0,1,1,0,1,1000,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.4714575,-104.622552
513,513,1120,"445  Retallack Street, Regina, SK, S4R 3N4",2,1.0,0,1,1,0,1,1000,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.4714575,-104.622552
514,514,1200,"4677 James Hill, s4w0c7, Harbour Landing, SK",2,1.0,0,0,0,1,0,882,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,50.4340146,-104.6650159
515,515,795,"49 Ashwood Pl, Yorkton, SK S3N 2N1, Canada",2,1.0,0,0,1,2,0,825,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,51.198614,-102.486477
516,516,929,"193 Lockwood Rd, Regina, SK S4S 6G9, Canada",1,1.0,1,1,1,0,1,850,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,50.4016987,-104.6255671
517,517,800,"2415 Dewdney Ave, Regina, SK S4R 8R2, Canada",1,1.0,1,1,1,3,0,600,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,50.455065,-104.550169
518,518,2650,"2055 Rose St, Regina, SK S4P 2A3, Canada",2,2.0,1,1,1,1,0,1250,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,50.446969,-104.607971
519,519,800,"3824 Regina Ave, Regina, SK S4S 0H7, Canada",1,1.0,0,1,1,1,0,700,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,50.435007,-104.635569
520,520,850,"3945 Robinson Street, Regina, SK, S4S 3C7",2,1.0,0,0,0,0,0,900,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50.416219,-104.623885
521,521,1200,"7234 Dewdney Ave, Regina, SK S4T 1E6, Canada",3,1.0,0,0,0,2,0,1230,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,50.455075,-104.685916
522,522,1700,"1250 Wessex Place, S4N 7S2, Regina, SK",3,3.0,0,0,0,2,1,1100,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,50.49772,-104.662097
523,523,1250,"S4S1E4, Canada",1,1.0,1,1,1,3,0,1055,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,50.423473,-104.625948
524,524,1200,"College Ave, Regina, SK S4P 4V5, Canada",2,1.0,0,0,0,0,1,970,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,50.440739,-104.60703
525,525,1195,"S3N 2H1, Canada",2,1.5,1,1,1,0,1,600,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,51.212762,-102.481489
526,526,1060,"1830 College Avenue, Regina S4P 1C2 SK",1,1.0,0,1,1,0,0,650,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,50.440796,-104.582263
527,527,1064,"5035 Sherwood Dr., Regina, SK, S4R 4C1",1,1.0,0,1,1,0,1,700,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,50.477016,-104.652612
528,528,1100,"69  Kleisinger Cres, Regina, SK, S4R 6Z4",2,1.0,0,1,1,0,1,761,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,50.484498,-104.607979
529,529,725,"851 Scotia Street, S0A 2P0, Melville, SK",2,1.0,0,1,1,1,0,800,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,51.138243,-102.872075
530,530,1600,"1914 Hamilton St, Regina, SK S4P 3N6, Canada",1,1.0,1,1,1,1,1,882,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,50.4487677,-104.6093955
531,531,1000,"Carnduff, SK S0C 0S0, Canada",2,2.0,1,1,1,3,1,959,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,49.037822,-101.687175
532,532,1250,"661 Royal St, Regina, SK S4T 4Z3, Canada",2,1.0,0,0,0,0,1,860,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,50.468577,-104.651054
533,533,1030,"2240 Robinson Street, Regina, SK, S4T 2P9",2,1.0,0,1,1,0,1,870,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.4436708,-104.6239575
534,534,1268,"700 Gladmer Pk., Regina, SK, S4P 2W9",3,1.0,0,0,0,1,1,1056,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,50.437079,-104.605561
535,535,933,"22-41 Munroe Pl., Regina, SK, S4S 6A7",2,1.0,0,1,1,1,1,860,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,50.414254,-104.599335
536,536,938,"22-41 Munroe Pl., Regina, SK, S4S 6A7",2,1.0,0,1,1,0,1,860,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,50.414254,-104.599335
537,537,1100,"1061 Birchwood Pl, Regina, SK S4S 7L1, Canada",2,1.0,0,0,1,1,0,800,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,50.39981,-104.60367
538,538,1150,"405 2305 Victoria Avenue, Regina S4S 1B6 SK",1,1.0,1,1,1,1,0,700,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,50.424975,-104.627844
539,539,850,"Embury St, Regina, SK S4N 2L7, Canada",1,1.0,1,1,1,3,1,650,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,50.445411,-104.575715
540,540,930,"30 Spence Street, Regina, SK, S4S 4H4",1,1.0,0,1,1,0,1,675,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,50.4132335,-104.6154105
541,541,950,"1454  Rae St, Regina, SK, S4T 2C5",2,1.0,0,1,1,0,1,684,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,50.455924,-104.621176
542,542,900,"Curtiss Ave, Regina, SK S0G, Canada",1,1.0,1,1,1,1,0,1300,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50.4132733,-104.645034
543,543,1000,"340 Begg St W, Swift Current, SK S9H 0W1, Canada",3,2.0,0,0,0,3,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,50.292768,-107.805857
544,544,909,"2630 6 Ave N, Regina, SK S4R 0P2, Canada",2,1.0,1,1,1,1,0,900,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,50.478954,-104.618794
545,545,1600,"89 McNab Crescent, Regina, SK S4S 4B3, Canada",3,1.0,0,0,0,2,0,1000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,50.419232,-104.604957
546,546,1625,"1420 North Silverleaf Blvd., Regina, SK, S0G 5K0",3,2.0,0,0,1,0,1,1121,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,50.646488,-104.350768
547,547,525,"209 Lynch St, Maryfield, SK S0G 3K0, Canada",2,1.0,0,0,0,2,0,1000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,49.792345,-101.555317
549,549,950,"960 Garnet Street, Regina, SK, S4T 2X5",3,1.0,0,0,0,0,0,720,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50.464392,-104.626846
550,550,1360,", Weyburn S4H0A2 SK, Canada",3,2.5,0,0,1,2,0,1260,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,49.660852,-103.85624
551,551,450,", Weyburn S4H0A2 SK, Canada",1,1.0,0,1,1,1,0,450,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.660852,-103.85624
552,552,1450,"1640 Dakota Dr, Regina, SK S4Z 0A1, Canada",2,1.0,0,0,1,2,0,940,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,50.4523907,-104.5316401
553,553,2500,"2500 Elphinstone St, Regina, SK S4S 0J6, Canada",4,2.0,1,1,1,2,0,900,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50.438607,-104.63111
554,554,750,"65 Ambassador Trailer Ct, Estevan, SK S4A 2A2, Canada",3,1.0,0,0,0,2,1,1088,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,49.103604,-103.119287
555,555,1000,"Somerville road , Rae street  S4s2y5 SK, Canada",2,2.0,0,1,1,1,0,1200,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,50.409616,-104.621184
556,556,1000,", Harbour landing  S4w0c7 SK, Canada",1,1.0,1,0,1,0,0,500,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,50.4340146,-104.6650159
557,557,950,"512 4th Ave N, Saskatoon, SK S7K 2M7, Canada",1,1.0,0,1,1,1,0,626,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,52.134828,-106.657487
558,558,700,"Retallack St, Regina, SK S4T 2H3, Canada",2,1.0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,50.462858,-104.622505
559,559,750,"509 Birtle St, Moosomin, SK S0G 3N0, Canada",1,1.0,1,1,1,1,0,400,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,50.149485,-101.66703
560,560,1000,", Leslie S0A 2E0 SK, Canada",1,1.0,0,0,0,1,1,100,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,51.580737,-103.77508
561,561,1800,"303 Royal Street, S4R4Y2, Regina, SK",4,2.0,0,0,0,2,0,950,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,50.4742244,-104.6524593
562,562,900,"1800 York Street, Regina, SK, S4T 4R2",1,1.0,0,0,0,0,1,650,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,50.450483,-104.645142
563,563,600,"Souris Ave, Frobisher, SK S0C 0Y0, Canada",2,1.0,0,0,0,2,0,900,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,49.277986,-102.387412
564,564,800,"431 17 Ave E, Regina, SK S4N 0Y4, Canada",1,1.0,0,1,1,1,0,800,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.439103,-104.5786
565,565,500,"S4H1W7, Canada",2,2.5,1,1,1,1,0,1234,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,49.657531,-103.858081
566,566,1400,"865 Queen St, Regina, SK S4T 4A6, Canada",3,2.0,1,1,1,1,0,1280,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,50.466043,-104.636925
567,567,800,"S4T0L2, Canada",2,1.0,0,0,0,1,1,700,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,50.477158,-104.622068
568,568,1300,"3420 Park St, Regina, SK S4V 2M9, Canada",3,1.5,0,1,1,1,0,980,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,50.427818,-104.57389
569,569,938,"22-41 Munroe Pl., Regina, SK, S4S 6A7",2,1.0,0,1,1,0,1,860,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,50.414254,-104.599335
570,570,989,"22-41 Munroe Pl., Regina, SK, S4S 6A7",2,1.0,0,1,1,1,1,860,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,50.414254,-104.599335
571,571,1375,"2830 Gordon Rd, Regina, SK S4S 6A1, Canada",2,1.0,1,1,1,1,0,926,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,50.4045935,-104.6200654
572,572,1300,"331  Broad Street North, Regina, SK, S4R 2X8",2,2.0,0,1,1,0,1,832,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,50.4809322,-104.6064483
573,573,1190,"4013 Harbour Landing Dr, Regina, SK, S4W 0E5",2,1.0,0,0,1,0,1,691,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,50.430928,-104.6643399
574,574,1268,"700 Gladmer Pk., Regina, SK, S4P 2W9",3,1.0,0,0,0,1,1,1056,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,50.437079,-104.605561
575,575,799,"1424 Victoria Ave, Regina, SK, S4P 0P3",1,1.0,0,1,1,0,1,520,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.447245,-104.600769
576,576,900,"5430 McClelland Dr, Regina, SK S4W 0K7, Canada",1,1.0,0,0,0,1,0,400,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,50.436949,-104.649662
577,577,2100,"2300 Broad St, Regina, SK S4P 1Y8, Canada",2,2.0,0,1,1,1,1,1400,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,50.442326,-104.606652
578,578,975,"3832 Rae St, Regina, SK S4S 3A1, Canada",2,1.0,0,1,1,1,1,770,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,50.41858,-104.621018
579,579,685,", Canora S0A0L0 SK, Canada",2,1.0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,51.51229,-102.300794
580,580,1500,"2157 Toronto St, Regina, SK S4P 0B8, Canada",3,1.0,0,0,0,1,0,1134,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,50.453474,-104.596384
